"Park1","Park2","distance","duration","origin","destination","status"
"Banning State Park MN","Wild River State Park MN","94438","3711","Banning State Park, 61101 Banning Park Rd, Sandstone, MN 55072, United States","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Banning State Park MN","William O'Brien State Park MN","128219","4678","Banning State Park, 61101 Banning Park Rd, Sandstone, MN 55072, United States","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Banning State Park MN","Zippel Bay State Park MN","401684","15769","Banning State Park, 61101 Banning Park Rd, Sandstone, MN 55072, United States","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Bear Head Lake State Park MN","Beaver Creek Valley State Park MN","630262","22197","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Beaver Creek Valley State Park, 15954 County Rd 1, Caledonia, MN 55921, USA",TRUE
"Bear Head Lake State Park MN","Big Bog State Recreation Area MN","231760","9579","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Big Bog State Recreation Area, 55716 MN-72, Waskish, MN 56685, USA",TRUE
"Bear Head Lake State Park MN","Big Stone Lake State Park MN","583363","22611","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Big Stone Lake State Park, 35889 Meadowbrook State Park Road, Ortonville, MN 56278, United States",TRUE
"Bear Head Lake State Park MN","Blue Mounds State Park MN","679858","25966","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Blue Mounds State Park, 1410 161st St, Luverne, MN 56156, USA",TRUE
"Bear Head Lake State Park MN","Buffalo River State Park MN","404859","16456","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Buffalo River State Park, 565 155th St S, Glyndon, MN 56547, USA",TRUE
"Bear Head Lake State Park MN","Camden State Park MN","591419","22627","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States",TRUE
"Bear Head Lake State Park MN","Carley State Park MN","524497","18558","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA",TRUE
"Bear Head Lake State Park MN","Cascade River State Park MN","185342","8418","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Cascade River State Park, West, 3481 Minnesota 61, Lutsen, MN 55612, United States",TRUE
"Bear Head Lake State Park MN","Charles A. Lindbergh State Park MN","339599","13909","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Charles A. Lindbergh State Park, 1615 Lindbergh Dr S, Little Falls, MN 56345, USA",TRUE
"Bear Head Lake State Park MN","Crow Wing State Park MN","300752","12337","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Crow Wing State Park, 3124 State Park Rd, Brainerd, MN 56401, USA",TRUE
"Bear Head Lake State Park MN","Father Hennepin State Park MN","276487","11062","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Father Hennepin State Park, 41296 Father Hennepin Park Rd, Isle, MN 56342, USA",TRUE
"Bear Head Lake State Park MN","Flandrau State Park MN","541161","19656","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Flandrau State Park, 1300 Summit Ave, New Ulm, MN 56073, USA",TRUE
"Bear Head Lake State Park MN","Forestville/Mystery Cave State Park MN","568978","20205","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Forestville/Mystery Cave State Park, 21071 County Rd 118, Preston, MN 55965, USA",TRUE
"Bear Head Lake State Park MN","Fort Ridgely State Park MN","542770","19487","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Fort Ridgely State Park, 72158 Co Rd 30, Fairfax, MN 55332, USA",TRUE
"Bear Head Lake State Park MN","Fort Snelling State Park MN","400247","14151","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Fort Snelling State Park, 101 Snelling Lake Road, St Paul, MN 55111, USA",TRUE
"Bear Head Lake State Park MN","Franz Jevne State Park MN","232248","9008","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Franz Jevne State Park, MN-11, Birchdale, MN 56629, USA",TRUE
"Bear Head Lake State Park MN","Frontenac State Park MN","471570","17227","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Frontenac State Park, 29223 County 28 Blvd, Frontenac, MN 55026, USA",TRUE
"Bear Head Lake State Park MN","George H. Crosby-Manitou State Park MN","128837","6300","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA",TRUE
"Bear Head Lake State Park MN","Glacial Lakes State Park MN","492437","18875","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA",TRUE
"Bear Head Lake State Park MN","Glendalough State Park MN","407040","16647","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA",TRUE
"Bear Head Lake State Park MN","Gooseberry Falls State Park MN","156855","6902","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA",TRUE
"Bear Head Lake State Park MN","Grand Portage State Park MN","264496","11743","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605",TRUE
"Bear Head Lake State Park MN","Great River Bluffs State Park MN","601540","20819","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Great River Bluffs State Park, 43605 Kipp Dr, Winona, MN 55987, USA",TRUE
"Bear Head Lake State Park MN","Hayes Lake State Park MN","367498","14761","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Hayes Lake State Park, 48990 Co Rd 4, Roseau, MN 56751, USA",TRUE
"Bear Head Lake State Park MN","Interstate State Park MN","341551","12558","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Interstate State Park, 307 Milltown Ct., Taylors Falls, MN 55084, United States",TRUE
"Bear Head Lake State Park MN","Itasca State Park MN","303436","12384","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Itasca State Park, 36750 Main Park Drive, Park Rapids, MN 56470, USA",TRUE
"Bear Head Lake State Park MN","Jay Cooke State Park MN","171210","6923","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Jay Cooke State Park, 780 MN-210, Carlton, MN 55718, USA",TRUE
"Bear Head Lake State Park MN","Judge C.R. Magney State Park MN","222234","10008","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Judge C.R. Magney State Park, 4051 MN-61, Grand Marais, MN 55604, USA",TRUE
"Bear Head Lake State Park MN","Kilen Woods State Park MN","631899","23099","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Kilen Woods State Park, 50200 860th St, Lakefield, MN 56150, USA",TRUE
"Bear Head Lake State Park MN","La Salle Lake State Recreation Area MN","289177","11706","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","La Salle Lake State Recreation Area, 10899 Co Hwy 9, Solway, MN 55678, USA",TRUE
"Bear Head Lake State Park MN","Lac qui Parle State Park MN","543610","21007","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lac qui Parle State Park, 14047 20th St NW, Watson, MN 56295, USA",TRUE
"Bear Head Lake State Park MN","Lake Bemidji State Park MN","246597","10276","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lake Bemidji State Park, 3401 State Park Rd NE, Bemidji, MN 56601, USA",TRUE
"Bear Head Lake State Park MN","Lake Bronson State Park MN","443090","17223","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lake Bronson State Park, County Rd 28, Lake Bronson, MN 56734, USA",TRUE
"Bear Head Lake State Park MN","Lake Carlos State Park MN","417367","16951","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lake Carlos State Park, 2601 County Rd 38 NE, Carlos, MN 56319, USA",TRUE
"Bear Head Lake State Park MN","Lake Louise State Park MN","562914","19804","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lake Louise State Park, 12385 766th Ave, Le Roy, MN 55951, USA",TRUE
"Bear Head Lake State Park MN","Lake Maria State Park MN","390643","14981","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lake Maria State Park, 11411 Clementa Ave NW, Monticello, MN 55362, USA",TRUE
"Bear Head Lake State Park MN","Lake Shetek State Park MN","619516","24019","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lake Shetek State Park, 163 State Park Rd, Currie, MN 56123, USA",TRUE
"Bear Head Lake State Park MN","Lake Vermilion-Soudan Underground Mine State Park MN","19853","1030","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Lake Vermilion-Soudan Underground Mine State Park, 1302 McKinley Park Rd, Soudan, MN 55782, USA",TRUE
"Bear Head Lake State Park MN","Maplewood State Park MN","388605","16445","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA",TRUE
"Bear Head Lake State Park MN","McCarthy Beach State Park MN","93718","4082","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA",TRUE
"Bear Head Lake State Park MN","Mille Lacs Kathio State Park MN","293276","11944","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"Bear Head Lake State Park MN","Minneopa State Park MN","517030","18785","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Bear Head Lake State Park MN","Minnesota Valley State Recreation Area MN","442245","15768","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Bear Head Lake State Park MN","Monson Lake State Park MN","471585","18331","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Bear Head Lake State Park MN","Moose Lake State Park MN","202348","7629","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Bear Head Lake State Park MN","Myre-Big Island State Park MN","535746","18609","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Bear Head Lake State Park MN","Nerstrand Big Woods State Park MN","464658","16519","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Bear Head Lake State Park MN","Old Mill State Park MN","397165","16395","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Bear Head Lake State Park MN","Red River State Recreation Area MN","429080","16911","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Bear Head Lake State Park MN","Rice Lake State Park MN","498489","17723","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Bear Head Lake State Park MN","St. Croix State Park MN","270462","10079","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Bear Head Lake State Park MN","Sakatah Lake State Park MN","480461","16854","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Bear Head Lake State Park MN","Savanna Portage State Park MN","209521","8539","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Bear Head Lake State Park MN","Scenic State Park MN","154660","6628","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Bear Head Lake State Park MN","Schoolcraft State Park MN","183137","7790","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Bear Head Lake State Park MN","Sibley State Park MN","449266","17247","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Bear Head Lake State Park MN","Split Rock Creek State Park MN","658221","25236","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Bear Head Lake State Park MN","Split Rock Lighthouse State Park MN","145779","6463","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Bear Head Lake State Park MN","Temperance River State Park MN","152788","7097","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Bear Head Lake State Park MN","Tettegouche State Park MN","130047","6437","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Bear Head Lake State Park MN","Upper Sioux Agency State Park MN","539826","20782","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Bear Head Lake State Park MN","Whitewater State Park MN","538233","19161","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Bear Head Lake State Park MN","Wild River State Park MN","325811","12134","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Bear Head Lake State Park MN","William O'Brien State Park MN","359593","13101","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Bear Head Lake State Park MN","Zippel Bay State Park MN","306423","11918","Bear Head Lake State Park, 9301 Bear Head State Park Road, Ely, MN 55731, United States","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
