"Park1","Park2","distance","duration","origin","destination","status"
"George H. Crosby-Manitou State Park MN","Lake Louise State Park MN","548196","19758","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Lake Louise State Park, 12385 766th Ave, Le Roy, MN 55951, USA",TRUE
"George H. Crosby-Manitou State Park MN","Lake Maria State Park MN","375926","14935","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Lake Maria State Park, 11411 Clementa Ave NW, Monticello, MN 55362, USA",TRUE
"George H. Crosby-Manitou State Park MN","Lake Shetek State Park MN","604799","23973","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Lake Shetek State Park, 163 State Park Rd, Currie, MN 56123, USA",TRUE
"George H. Crosby-Manitou State Park MN","Lake Vermilion-Soudan Underground Mine State Park MN","135439","6517","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Lake Vermilion-Soudan Underground Mine State Park, 1302 McKinley Park Rd, Soudan, MN 55782, USA",TRUE
"George H. Crosby-Manitou State Park MN","Maplewood State Park MN","447493","18312","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA",TRUE
"George H. Crosby-Manitou State Park MN","McCarthy Beach State Park MN","188956","7758","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA",TRUE
"George H. Crosby-Manitou State Park MN","Mille Lacs Kathio State Park MN","304795","12296","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"George H. Crosby-Manitou State Park MN","Minneopa State Park MN","502312","18740","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"George H. Crosby-Manitou State Park MN","Minnesota Valley State Recreation Area MN","427528","15722","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"George H. Crosby-Manitou State Park MN","Monson Lake State Park MN","456867","18285","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"George H. Crosby-Manitou State Park MN","Moose Lake State Park MN","187631","7583","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"George H. Crosby-Manitou State Park MN","Myre-Big Island State Park MN","521028","18563","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"George H. Crosby-Manitou State Park MN","Nerstrand Big Woods State Park MN","449941","16474","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"George H. Crosby-Manitou State Park MN","Old Mill State Park MN","517215","20292","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"George H. Crosby-Manitou State Park MN","Red River State Recreation Area MN","503283","19552","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"George H. Crosby-Manitou State Park MN","Rice Lake State Park MN","483771","17677","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"George H. Crosby-Manitou State Park MN","St. Croix State Park MN","255744","10033","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"George H. Crosby-Manitou State Park MN","Sakatah Lake State Park MN","465744","16808","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"George H. Crosby-Manitou State Park MN","Savanna Portage State Park MN","232313","9672","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"George H. Crosby-Manitou State Park MN","Scenic State Park MN","232711","9388","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"George H. Crosby-Manitou State Park MN","Schoolcraft State Park MN","238903","9992","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"George H. Crosby-Manitou State Park MN","Sibley State Park MN","434549","17201","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"George H. Crosby-Manitou State Park MN","Split Rock Creek State Park MN","643503","25190","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"George H. Crosby-Manitou State Park MN","Split Rock Lighthouse State Park MN","43534","2089","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"George H. Crosby-Manitou State Park MN","Temperance River State Park MN","25417","1688","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"George H. Crosby-Manitou State Park MN","Tettegouche State Park MN","25557","1580","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"George H. Crosby-Manitou State Park MN","Upper Sioux Agency State Park MN","525108","20736","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"George H. Crosby-Manitou State Park MN","Whitewater State Park MN","523516","19115","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"George H. Crosby-Manitou State Park MN","Wild River State Park MN","311094","12088","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"George H. Crosby-Manitou State Park MN","William O'Brien State Park MN","344875","13055","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"George H. Crosby-Manitou State Park MN","Zippel Bay State Park MN","429918","16719","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Glacial Lakes State Park MN","Glendalough State Park MN","103098","4694","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA",TRUE
"Glacial Lakes State Park MN","Gooseberry Falls State Park MN","423094","16339","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA",TRUE
"Glacial Lakes State Park MN","Grand Portage State Park MN","600996","23688","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605",TRUE
"Glacial Lakes State Park MN","Great River Bluffs State Park MN","463423","15958","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Great River Bluffs State Park, 43605 Kipp Dr, Winona, MN 55987, USA",TRUE
"Glacial Lakes State Park MN","Hayes Lake State Park MN","395973","16248","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Hayes Lake State Park, 48990 Co Rd 4, Roseau, MN 56751, USA",TRUE
"Glacial Lakes State Park MN","Interstate State Park MN","286610","10360","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Interstate State Park, 307 Milltown Ct., Taylors Falls, MN 55084, United States",TRUE
"Glacial Lakes State Park MN","Itasca State Park MN","216504","9390","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Itasca State Park, 36750 Main Park Drive, Park Rapids, MN 56470, USA",TRUE
"Glacial Lakes State Park MN","Jay Cooke State Park MN","330433","12788","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Jay Cooke State Park, 780 MN-210, Carlton, MN 55718, USA",TRUE
"Glacial Lakes State Park MN","Judge C.R. Magney State Park MN","558734","21953","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Judge C.R. Magney State Park, 4051 MN-61, Grand Marais, MN 55604, USA",TRUE
"Glacial Lakes State Park MN","Kilen Woods State Park MN","237686","10034","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Kilen Woods State Park, 50200 860th St, Lakefield, MN 56150, USA",TRUE
"Glacial Lakes State Park MN","La Salle Lake State Recreation Area MN","240322","10114","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","La Salle Lake State Recreation Area, 10899 Co Hwy 9, Solway, MN 55678, USA",TRUE
"Glacial Lakes State Park MN","Lac qui Parle State Park MN","81457","3614","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lac qui Parle State Park, 14047 20th St NW, Watson, MN 56295, USA",TRUE
"Glacial Lakes State Park MN","Lake Bemidji State Park MN","265671","11527","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lake Bemidji State Park, 3401 State Park Rd NE, Bemidji, MN 56601, USA",TRUE
"Glacial Lakes State Park MN","Lake Bronson State Park MN","409766","15887","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lake Bronson State Park, County Rd 28, Lake Bronson, MN 56734, USA",TRUE
"Glacial Lakes State Park MN","Lake Carlos State Park MN","65170","3183","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lake Carlos State Park, 2601 County Rd 38 NE, Carlos, MN 56319, USA",TRUE
"Glacial Lakes State Park MN","Lake Louise State Park MN","424797","14943","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lake Louise State Park, 12385 766th Ave, Le Roy, MN 55951, USA",TRUE
"Glacial Lakes State Park MN","Lake Maria State Park MN","161891","5985","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lake Maria State Park, 11411 Clementa Ave NW, Monticello, MN 55362, USA",TRUE
"Glacial Lakes State Park MN","Lake Shetek State Park MN","184223","7762","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lake Shetek State Park, 163 State Park Rd, Currie, MN 56123, USA",TRUE
"Glacial Lakes State Park MN","Lake Vermilion-Soudan Underground Mine State Park MN","474671","18177","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Lake Vermilion-Soudan Underground Mine State Park, 1302 McKinley Park Rd, Soudan, MN 55782, USA",TRUE
"Glacial Lakes State Park MN","Maplewood State Park MN","150209","5892","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA",TRUE
"Glacial Lakes State Park MN","McCarthy Beach State Park MN","403225","16458","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA",TRUE
"Glacial Lakes State Park MN","Mille Lacs Kathio State Park MN","201537","8528","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"Glacial Lakes State Park MN","Minneopa State Park MN","251364","10216","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Glacial Lakes State Park MN","Minnesota Valley State Recreation Area MN","269847","9646","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Glacial Lakes State Park MN","Monson Lake State Park MN","57506","2434","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Glacial Lakes State Park MN","Moose Lake State Park MN","291477","11406","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Glacial Lakes State Park MN","Myre-Big Island State Park MN","382988","13163","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Glacial Lakes State Park MN","Nerstrand Big Woods State Park MN","317846","11481","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Glacial Lakes State Park MN","Old Mill State Park MN","364213","13964","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Glacial Lakes State Park MN","Red River State Recreation Area MN","330745","11495","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Glacial Lakes State Park MN","Rice Lake State Park MN","345731","12277","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Glacial Lakes State Park MN","St. Croix State Park MN","264264","10805","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Glacial Lakes State Park MN","Sakatah Lake State Park MN","327704","11408","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Glacial Lakes State Park MN","Savanna Portage State Park MN","291454","12077","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Glacial Lakes State Park MN","Scenic State Park MN","375593","15687","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Glacial Lakes State Park MN","Schoolcraft State Park MN","302480","12628","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Glacial Lakes State Park MN","Sibley State Park MN","68064","2675","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Glacial Lakes State Park MN","Split Rock Creek State Park MN","222927","8979","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Glacial Lakes State Park MN","Split Rock Lighthouse State Park MN","434126","16769","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Glacial Lakes State Park MN","Temperance River State Park MN","489288","19042","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Glacial Lakes State Park MN","Tettegouche State Park MN","454276","17627","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Glacial Lakes State Park MN","Upper Sioux Agency State Park MN","104532","4525","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Glacial Lakes State Park MN","Whitewater State Park MN","400116","14300","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Glacial Lakes State Park MN","Wild River State Park MN","245734","10477","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Glacial Lakes State Park MN","William O'Brien State Park MN","272956","9764","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Glacial Lakes State Park MN","Zippel Bay State Park MN","450517","18182","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Glendalough State Park MN","Gooseberry Falls State Park MN","368580","15084","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA",TRUE
"Glendalough State Park MN","Grand Portage State Park MN","546481","22433","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605",TRUE
"Glendalough State Park MN","Great River Bluffs State Park MN","513098","17766","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Great River Bluffs State Park, 43605 Kipp Dr, Winona, MN 55987, USA",TRUE
"Glendalough State Park MN","Hayes Lake State Park MN","302120","12111","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Hayes Lake State Park, 48990 Co Rd 4, Roseau, MN 56751, USA",TRUE
"Glendalough State Park MN","Interstate State Park MN","336285","12168","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Interstate State Park, 307 Milltown Ct., Taylors Falls, MN 55084, United States",TRUE
"Glendalough State Park MN","Itasca State Park MN","143149","6002","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Itasca State Park, 36750 Main Park Drive, Park Rapids, MN 56470, USA",TRUE
"Glendalough State Park MN","Jay Cooke State Park MN","275892","11500","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Jay Cooke State Park, 780 MN-210, Carlton, MN 55718, USA",TRUE
"Glendalough State Park MN","Judge C.R. Magney State Park MN","504220","20697","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Judge C.R. Magney State Park, 4051 MN-61, Grand Marais, MN 55604, USA",TRUE
"Glendalough State Park MN","Kilen Woods State Park MN","329111","13664","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Kilen Woods State Park, 50200 860th St, Lakefield, MN 56150, USA",TRUE
"Glendalough State Park MN","La Salle Lake State Recreation Area MN","157340","6372","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","La Salle Lake State Recreation Area, 10899 Co Hwy 9, Solway, MN 55678, USA",TRUE
"Glendalough State Park MN","Lac qui Parle State Park MN","158613","6751","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lac qui Parle State Park, 14047 20th St NW, Watson, MN 56295, USA",TRUE
"Glendalough State Park MN","Lake Bemidji State Park MN","195373","8438","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lake Bemidji State Park, 3401 State Park Rd NE, Bemidji, MN 56601, USA",TRUE
"Glendalough State Park MN","Lake Bronson State Park MN","304868","12081","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lake Bronson State Park, County Rd 28, Lake Bronson, MN 56734, USA",TRUE
"Glendalough State Park MN","Lake Carlos State Park MN","66896","3005","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lake Carlos State Park, 2601 County Rd 38 NE, Carlos, MN 56319, USA",TRUE
"Glendalough State Park MN","Lake Louise State Park MN","474472","16751","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lake Louise State Park, 12385 766th Ave, Le Roy, MN 55951, USA",TRUE
"Glendalough State Park MN","Lake Maria State Park MN","211566","7793","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lake Maria State Park, 11411 Clementa Ave NW, Monticello, MN 55362, USA",TRUE
"Glendalough State Park MN","Lake Shetek State Park MN","289632","11918","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lake Shetek State Park, 163 State Park Rd, Currie, MN 56123, USA",TRUE
"Glendalough State Park MN","Lake Vermilion-Soudan Underground Mine State Park MN","389625","15957","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Lake Vermilion-Soudan Underground Mine State Park, 1302 McKinley Park Rd, Soudan, MN 55782, USA",TRUE
"Glendalough State Park MN","Maplewood State Park MN","47028","2317","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA",TRUE
"Glendalough State Park MN","McCarthy Beach State Park MN","342893","14144","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA",TRUE
"Glendalough State Park MN","Mille Lacs Kathio State Park MN","178340","7718","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"Glendalough State Park MN","Minneopa State Park MN","334908","13506","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Glendalough State Park MN","Minnesota Valley State Recreation Area MN","319522","11454","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Glendalough State Park MN","Monson Lake State Park MN","138220","5946","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Glendalough State Park MN","Moose Lake State Park MN","255015","10501","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Glendalough State Park MN","Myre-Big Island State Park MN","432663","14971","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Glendalough State Park MN","Nerstrand Big Woods State Park MN","367521","13289","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Glendalough State Park MN","Old Mill State Park MN","272399","10818","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Glendalough State Park MN","Red River State Recreation Area MN","264635","9142","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Glendalough State Park MN","Rice Lake State Park MN","395406","14085","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Glendalough State Park MN","St. Croix State Park MN","283495","11456","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Glendalough State Park MN","Sakatah Lake State Park MN","377379","13216","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Glendalough State Park MN","Savanna Portage State Park MN","231122","9763","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Glendalough State Park MN","Scenic State Park MN","307102","12825","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Glendalough State Park MN","Schoolcraft State Park MN","233990","9766","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Glendalough State Park MN","Sibley State Park MN","143253","6106","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Glendalough State Park MN","Split Rock Creek State Park MN","307392","12337","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Glendalough State Park MN","Split Rock Lighthouse State Park MN","379611","15514","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Glendalough State Park MN","Temperance River State Park MN","434774","17787","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Glendalough State Park MN","Tettegouche State Park MN","399761","16371","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Glendalough State Park MN","Upper Sioux Agency State Park MN","209941","8681","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Glendalough State Park MN","Whitewater State Park MN","449791","16108","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Glendalough State Park MN","Wild River State Park MN","300943","12127","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Glendalough State Park MN","William O'Brien State Park MN","322631","11572","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
